Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,12/22/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
IDA & IBRD total,IBT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2627.661092,2719.722855,2791.605528,2886.956123,2986.315608,3128.112313,3303.817205,3468.850234,3496.31992,3624.460744,3862.742855,4042.752461,4231.842084,4503.029137,4914.573712,5359.262243,5948.1575,6544.823735,7029.008161,7216.249682,7751.038026,8306.024883,8760.49044,9140.964711,9409.084115,9477.417932,9789.957725,10253.9148,10887.15984,11342.8604,11165.93321,12254.95734
IDA total,IDA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1348.64492,1386.306123,1411.533785,1420.553993,1426.165386,1472.159393,1531.468042,1576.01745,1607.328102,1642.864005,1705.965231,1778.964677,1850.582668,1935.828036,2072.319567,2217.427847,2370.20392,2521.744329,2635.968796,2718.062908,2842.978337,2956.365088,3023.860267,3168.109542,3346.561148,3426.994962,3503.751145,3604.754439,3785.41065,3931.866415,3893.059622,4126.900311
IDA blend,IDB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2056.785906,2114.489051,2179.742242,2173.49251,2187.765391,2230.336797,2311.643348,2333.960612,2362.864646,2393.224077,2474.837578,2567.169988,2701.516047,2834.356519,3057.585959,3268.633997,3485.133032,3692.91122,3813.714848,3945.702365,4098.795948,4262.122138,4341.50448,4520.574521,4740.472572,4826.136656,4829.802465,4909.035246,5132.647023,5263.213884,5151.235977,5536.66907
Indonesia,IDN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3069.98304,3330.325083,3566.031188,3823.257811,4130.580196,4489.873211,4850.37751,5083.757931,4396.787351,4427.113458,4681.91945,4892.352515,5121.33454,5399.32871,5749.521451,6188.855532,6643.880722,7161.810728,7638.009575,7941.166333,8430.615417,9022.72138,9645.149197,10009.0107,10233.98527,10219.17641,10482.699,10941.92095,11669.71728,12358.24225,12146.40679,13027.30061
IDA only,IDX,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,991.292798,1016.977448,1020.960196,1039.277667,1040.276063,1088.157109,1135.621073,1191.622959,1223.706525,1261.725859,1314.230956,1376.178103,1415.120996,1476.746133,1568.778349,1680.530878,1801.336684,1924.368501,2035.168421,2090.624125,2199.902888,2286.95204,2348.877714,2476.07303,2635.151737,2715.516997,2835.244172,2951.815883,3114.051216,3273.043342,3274.505211,3432.887326
Isle of Man,IMN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1204.242059,1231.955439,1301.824124,1367.697536,1460.115434,1572.021447,1688.386407,1753.085925,1847.256696,2001.634107,2087.224776,2197.109404,2275.441506,2459.953916,2680.898081,2936.560443,3221.697778,3510.388774,3636.060371,3892.530031,4215.580828,4467.466655,4827.945973,5016.928746,5187.255759,5412.336239,5778.269614,6112.06665,6589.913808,6887.538348,6448.870196,7241.98423
Not classified,INX,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13735.72592,14391.26836,15107.92203,15803.28192,17002.63358,18934.28128,20475.46148,22636.27018,25092.51361,27041.34742,30205.65723,32567.28217,35222.02872,36283.12084,38733.34969,40466.23435,44232.37305,46773.4866,44169.09434,41471.07998,43203.12008,45080.1887,46361.46369,47830.63089,51098.26668,69028.77272,71498.60101,77749.20196,84555.6348,87379.69297,93355.55516,106351.3735
"Iran, Islamic Rep.",IRN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7592.106748,8511.718708,8783.611487,8802.69605,8804.049607,9081.989888,9707.284315,9866.725255,10027.88868,10209.83708,10871.13341,11188.9895,12162.41857,13349.50528,14073.07565,14738.15224,15707.85852,17196.28961,17330.67303,17379.40321,18348.51528,18981.2308,16757.19207,15939.68053,15704.91642,13828.43857,14661.83944,15163.29231,14978.43347,14678.77788,15222.75974,16484.07536
Iraq,IRQ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2681.847706,3530.27692,4486.521678,4535.144368,4570.228538,5001.941276,5977.816033,7896.674287,9112.657586,10538.5354,10622.1277,9590.305474,6008.405549,9194.798483,9359.558954,10120.16251,10680.06189,11555.74417,11597.83401,12098.90311,12825.63742,14279.26515,14517.48261,13005.7538,9198.737829,8920.041235,9976.854942,10233.83233,10733.99471,9408.295527,9846.0415
Iceland,ISL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23941.93235,24768.91258,26873.0548,28721.11415,29557.54183,29779.0932,31876.02706,32607.10588,32699.24172,35616.20067,37322.73993,39700.32936,41463.42554,43728.11406,41864.18826,39775.29708,40936.86783,42004.44761,44409.66895,45996.96875,49201.0641,53480.39719,55638.49206,57211.30031,58290.09683,53616.68471,57611.59178
Israel,ISR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19758.85952,20782.16962,21427.97988,22068.29935,22595.50341,24951.21757,24944.63173,25230.01157,23845.31292,25238.88078,24853.77787,25700.93836,27513.14313,27510.03985,27461.86198,28840.04535,30636.35238,31846.35583,34324.37815,34366.18102,35469.9502,37843.19463,39121.29583,39906.12468,40004.03051,39489.28078,43721.62304
Italy,ITA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18627.64397,19540.32457,20138.67054,20427.7275,21308.40224,22382.89796,23052.61895,23875.83851,25021.06529,25602.38947,27072.42136,28033.73587,28736.57711,29196.9279,29554.68909,30130.64446,32453.58371,34141.20077,35523.27131,34602.89696,35158.44184,36598.01497,36486.29679,36314.6971,36194.87392,36899.38521,39926.95466,41581.12079,43036.24378,44376.1625,41995.35753,45902.23562
Jamaica,JAM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4816.160377,5176.996263,5348.169457,5930.864672,6079.211955,6288.772323,6337.231418,6317.966997,6187.579073,6292.395288,6451.899649,6652.370572,6857.452873,7214.214656,7469.314226,7735.114232,8165.919733,8470.290267,8530.609009,8178.963348,8122.350005,8396.881317,8431.375117,8703.54096,8823.114362,9095.919824,9533.839562,9984.577117,10403.50501,10676.72547,9701.890533,10542.73779
Jordan,JOR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4492.037736,4479.531876,4967.409021,5041.029805,5148.94003,5357.436797,5387.537912,5512.266689,5610.955811,5756.493035,6008.924,6333.894478,6659.910194,6915.903882,7520.004974,8171.836479,8510.710998,8874.170344,9464.339707,9785.721122,9912.172416,10133.77152,10308.04394,10320.79789,9457.596745,9237.718198,9056.909871,9629.102999,9813.481906,9954.268404,9707.404182,10132.50388
Japan,JPN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19972.89275,21270.26613,21858.2073,22188.38534,22823.44171,23859.06605,25000.53392,25620.0681,25509.8996,25735.97109,27287.27019,27942.34665,28623.58845,29392.24899,30830.65845,32169.86749,33634.63171,35015.98657,35273.79115,33547.28342,35335.37351,36214.43977,37605.97426,39402.0251,39555.41201,40898.80697,40596.96866,41444.21574,42116.47435,42282.55089,42100.25769,42940.40525
Kazakhstan,KAZ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8261.674223,7553.627384,7321.916901,6830.161599,6185.742922,5918.374353,6149.413066,6462.952863,6523.298279,6859.037588,7725.002523,8980.674385,10014.05069,11123.89013,12432.36623,13941.50088,15742.06403,17406.16112,17985.38574,17958.31266,19227.1844,20779.44425,22032.17454,24504.76609,24726.47287,23224.11784,23818.82483,24862.96612,26154.60194,27463.97155,26750.44623,28684.89806
Kenya,KEN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1708.987304,1735.54908,1708.237557,1704.030501,1735.530459,1798.747623,1856.701691,1847.609122,1878.673128,1895.228033,1893.76402,1949.66935,1931.39493,1967.994184,2061.41531,2185.602662,2328.560704,2480.651588,2459.727742,2482.750986,2639.634774,2758.24151,2870.680261,3147.949284,3421.245961,3763.763686,4025.841747,4312.908917,4571.478085,4795.403612,4744.739268,5211.170533
Kyrgyz Republic,KGZ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2543.528925,2381.392659,2074.544389,1794.888824,1465.531849,1401.051231,1505.332932,1658.752561,1686.936746,1747.092619,1861.621661,1985.930219,1998.107104,2158.041983,2343.15794,2385.338014,2508.128874,2769.433362,3030.752903,3100.556976,3085.990191,3297.366837,3618.149726,4042.893053,4281.824074,4214.829509,4681.174733,5046.691535,5255.783473,5480.293907,4985.029555,5289.687125
Cambodia,KHM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1098.755626,704.571879,770.0840719,810.8944958,839.2435749,870.339453,975.5210426,1077.41477,1170.276239,1244.16096,1352.309266,1505.284011,1727.637369,1938.931468,2156.770173,2306.693651,2288.718256,2418.836055,2605.489544,2867.537377,3051.001466,3198.673549,3411.577267,3708.369109,3972.724164,4318.381235,4652.708167,4510.372357,4783.903614
Kiribati,KIR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1207.833907,1224.427427,1242.412746,1263.587075,1293.668005,1301.067549,1325.370067,1346.698493,1425.840384,1399.484532,1494.327548,1477.169517,1525.516783,1554.829981,1539.183515,1633.128285,1650.425876,1697.050456,1661.369986,1653.162893,1623.667104,1657.817006,1747.778217,1824.712697,1811.689674,1980.668736,1960.613473,1962.319554,2082.314269,2074.526963,2051.357672,2128.076638
St. Kitts and Nevis,KNA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8937.583974,9088.561455,9607.672734,10365.77391,11001.37728,11683.98065,12433.25101,13337.72541,13248.00631,13683.21154,15183.09708,16154.21706,16530.44097,16135.40138,17175.56029,19377.92065,20539.65933,21157.80061,23902.401,23178.79259,23409.68056,24191.56365,23183.50895,24330.72511,26463.46539,26571.20493,27952.8489,29333.39318,30666.01387,32511.29829,28162.94691,29097.1867
"Korea, Rep.",KOR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8355.332774,9474.642596,10184.85566,11030.71195,12187.25497,13502.58274,14694.09624,15721.70566,14974.65957,16807.12948,18538.83553,19724.42595,21396.83775,22095.87083,23773.82865,25186.86757,26884.26733,29064.91808,29946.07749,29508.38151,31736.62844,32546.75365,33557.12872,34244.31214,35324.49767,37902.4004,39575.45428,40957.41806,43044.29176,42998.38824,45403.03259,47242.52723
Kuwait,KWT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36475.01922,49032.71845,54719.50599,58081.50834,57822.70257,58284.82061,59149.12125,57093.332,59312.09372,59045.26976,60092.76112,70043.63501,77375.44305,85033.20517,89139.78191,91484.73035,90355.24368,80128.44922,75193.7119,78780.72849,81564.6333,75486.71538,68766.26849,46346.70359,43678.51632,50007.29954,50112.25997,49311.69846,46328.07946,
Latin America & Caribbean (excluding high income),LAC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6092.30382,6371.77242,6553.146343,6748.401736,7147.791171,7230.181418,7517.827418,7906.984939,8056.913366,8079.730203,8441.748405,8537.701955,8626.397237,8904.659463,9511.251102,10083.83317,10868.82662,11628.02596,12260.32424,12080.90704,12904.97519,13745.2329,13998.74845,14464.54488,14772.54967,14544.65262,14762.02929,15363.22034,15791.6395,15964.18906,15096.19993,16496.11012
Lao PDR,LAO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1011.338259,1060.287519,1113.652827,1175.451058,1265.379442,1349.221494,1435.188177,1527.965343,1576.958876,1686.09558,1793.783279,1908.464249,2021.288797,2154.35086,2320.560669,2526.295551,2784.178246,3028.391352,3276.725191,3491.586041,3778.153906,4106.342233,4793.832899,5241.846002,5828.375007,6126.440613,6798.360308,7211.259089,7726.617001,8170.958382,8189.14621,8620.647618
Lebanon,LBN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2991.289142,4529.528951,5280.99245,5873.100431,6369.050518,6796.963156,7560.120503,7632.920541,7865.381474,7801.31174,7952.956237,8312.480848,8618.182587,8954.791525,9659.287463,10079.38341,10379.65849,11435.26843,12508.68577,13698.93403,14835.37258,15125.82295,15840.89578,15584.62399,14985.5237,15379.59978,16588.08663,17808.07689,18400.26671,17896.94322,14535.68092,14256.68971
Liberia,LBR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,976.243155,997.6095409,1024.164077,723.7371555,753.5311008,782.1647036,823.4873833,881.1619143,923.7983727,948.6200975,989.4691765,1050.725084,1149.993616,1331.334534,1367.668463,1272.596565,1393.543985,1533.411238,1558.087849,1517.072239,1459.614277,1563.552927
Libya,LBY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20391.95156,21215.23016,20821.52394,20441.85823,22974.88456,24016.25062,26995.69396,28965.95709,30960.40712,30839.5002,29056.50614,30257.01128,16091.43599,29393.27694,24136.07055,20809.59303,22163.1408,21871.7681,24212.91093,26348.96072,23486.54486,17851.01172,24130.82983
St. Lucia,LCA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6611.979129,6767.711467,7362.622859,7470.133313,7650.397594,7854.14914,8145.039247,8149.383574,8680.947034,8958.368041,9094.302735,8921.081486,9030.093904,9527.52211,10418.10618,10626.50068,11557.29213,11994.90683,12749.49132,12386.52092,12643.51691,13518.22213,13346.46921,13763.16836,13989.28523,13815.50965,14584.53015,15247.45884,15996.00791,16113.31752,12289.2503,14332.22151
Latin America & Caribbean,LCN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6199.593102,6520.031154,6746.510042,6949.623083,7320.490369,7447.222468,7734.642643,8151.727801,8308.210987,8306.462007,8680.180571,8814.820943,8856.236748,9092.845161,9784.658209,10407.15154,11290.66665,12096.71515,12712.84104,12502.01773,13292.96592,14165.50126,14457.26882,14941.96926,15264.40502,15057.24921,15315.71393,15950.88588,16430.75574,16632.96195,15743.8829,17271.81653
Least developed countries: UN classification,LDC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,943.9359855,973.2758763,980.3711586,983.69146,988.7140673,1041.84411,1093.442441,1146.699549,1177.513209,1214.826369,1267.260777,1333.746737,1384.619852,1449.152074,1545.680159,1672.132474,1801.905172,1942.89163,2061.702072,2116.27821,2224.174871,2304.101291,2366.008816,2484.647203,2638.257397,2694.632343,2810.877317,2925.151081,3070.202671,3215.922273,3212.820885,3335.93272
Low income,LIC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,788.3946459,805.7183844,799.445178,809.4492919,809.4182424,843.788328,881.5459412,932.6200435,948.7669667,969.331048,999.2967435,1049.222072,1076.684031,1119.042893,1183.880699,1265.132954,1344.135544,1427.767319,1495.368732,1520.251241,1602.522273,1614.991737,1538.420017,1607.488381,1727.129535,1783.562892,1877.37636,1927.696906,1994.555647,2059.0586,2040.816019,2111.161006
Liechtenstein,LIE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2385.239879,2548.45073,2690.362283,2913.290745,3112.668122,3325.445754,3491.211463,3757.700733,3958.454537,4164.730681,4487.147274,4485.296824,4698.349111,5033.022166,5403.686235,5873.182609,6468.701905,7042.83854,7550.991764,7813.771817,8483.281541,9347.187702,10618.56872,11243.81148,11706.82083,12208.01199,13056.64225,13584.19311,14081.61687,14214.65121,13812.95748,14706.54132
Lower middle income,LMC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2076.19694,2152.637791,2219.187511,2255.952825,2310.695681,2422.027063,2562.121407,2646.477282,2659.793112,2766.352391,2902.571465,3035.090775,3171.832601,3383.546755,3641.032689,3920.369702,4236.393165,4579.389864,4779.567142,4951.416248,5257.219304,5535.477458,5825.180936,6028.22498,6196.659785,6291.358953,6555.49687,6842.90534,7258.592709,7566.15411,7310.420509,7955.079428
Low & middle income,LMY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2525.557296,2618.170989,2684.942106,2776.251369,2871.637466,3004.48627,3174.888327,3332.830716,3355.89519,3486.728494,3720.225852,3894.346845,4083.874662,4357.261066,4750.369542,5186.735375,5751.226973,6326.717823,6793.853811,6986.555808,7514.362661,8052.174281,8498.473333,8875.489579,9135.783108,9193.621754,9489.544511,9931.961064,10544.73067,10985.57477,10810.18676,11861.18939
Lesotho,LSO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768.598882,835.7719393,900.017309,940.0459147,1004.132458,1046.094452,1112.77709,1163.486693,1186.816259,1204.053122,1276.244824,1350.906792,1383.233244,1478.182847,1549.495672,1660.132688,1784.330617,1902.86333,2034.604158,2007.691616,2124.464058,2252.046742,2264.283614,2506.947367,2734.859882,2990.952647,2894.83384,2571.694113,2602.168342,2640.02831,2417.728659,2521.530663
Late-demographic dividend,LTE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2875.793778,2970.38868,3030.813115,3209.179855,3396.248061,3629.089966,3850.526432,4084.281191,4195.013525,4404.2282,4786.889466,5111.045994,5483.898748,5963.739258,6582.526963,7290.348347,8299.978489,9334.039237,10273.16934,10658.89479,11593.41408,12666.46321,13514.01285,14230.43001,14722.39605,14748.71507,15206.83372,16040.81342,17284.29119,18285.45388,18440.33806,20446.8388
Lithuania,LTU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5927.330178,6383.803059,7069.562324,7762.537908,7820.717972,8445.899213,9436.054109,10480.72101,12067.67411,13030.36041,14510.53009,16483.85036,19094.64096,20721.0132,18116.73026,20096.7361,22884.82495,24703.68582,26721.57967,28184.47233,28834.42768,30925.17085,33761.87124,36376.18982,38540.78145,38880.54527,42581.26696
Luxembourg,LUX,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29933.35012,33173.22851,34090.76104,35879.91174,37531.67324,38325.31545,39710.39389,42485.59356,44267.45227,49844.67696,55117.25648,56125.22945,58575.67927,60196.54351,64692.59707,68787.85475,78878.45775,85109.87945,90970.7212,86875.85377,90361.78309,94475.03023,96636.42664,100925.012,105296.2846,107859.686,113365.1761,114985.8422,116965.5861,117341.9151,117846.1365,134544.5291
Latvia,LVA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5514.665963,5807.340589,6487.466004,7068.195072,7405.847975,8039.506366,9044.546392,10081.19186,11060.94272,12278.58484,13913.7883,15859.31539,18236.60921,19573.15539,17023.75492,17706.89451,19248.4194,21290.45959,22639.06834,23815.80006,24972.78609,26721.7262,28673.5634,30877.04193,31883.25911,31424.90221,34444.31209
"Macao SAR, China",MAC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26719.68222,27673.0771,31208.39578,32868.62238,34272.06821,35427.78,35244.89468,35109.44861,33309.32289,32459.38637,34583.99323,35785.92078,38654.11262,42781.08364,54108.00401,58695.48911,66798.09536,76482.28986,78504.62049,77954.20536,96182.04004,116537.5378,129705.1215,149421.5927,149325.1718,113813.739,112351.2772,122977.509,131505.7046,128005.7819,58179.5128,71185.65564
St. Martin (French part),MAF,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2574.60498,2805.782227,2763.624512,2763.743164,3074.328613,2924.224609,3295.621094,3251.116211,3474.483643,3511.712158,3610.384766,3909.186035,4040.741943,4311.750977,4580.919922,4814.61084,5267.962891,5527.950684,5889.966797,6098.757813,6322.320801,6699.541504,6690.431641,6906.785645,7149.036133,7669.945313,7693.057129,7921.619141,8264.929688,8564.418945,7959.256348,8852.914063
Monaco,MCO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3181.841629,3055.789692,3171.390696,2998.48311,2942.935991,3079.299694,3348.223148,3674.136656,4005.191105,4427.990458,4921.317719,5331.477985,5652.913156,6222.54947,5894.124611,6394.852837,6911.509356,7360.933018,8379.133474,8824.382367,9250.123271,10606.63211,11651.18635,12663.23105,13580.11657,12870.01602,15390.46583
Madagascar,MDG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1182.673482,1111.650649,1115.95467,1130.852967,1118.768084,1125.140063,1133.773703,1158.58193,1179.832198,1214.463598,1258.486875,1323.539672,1143.025798,1242.643909,1304.338315,1368.618453,1444.122595,1522.628123,1608.48065,1509.961524,1494.130237,1506.468,1489.631498,1494.685371,1515.5983,1508.442706,1568.389357,1548.156425,1594.527151,1652.385832,1514.861688,1607.935225
Maldives,MDV,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6074.433003,6529.320624,7060.569433,7541.83959,7994.451508,8357.876591,8071.518951,8643.911104,9859.794908,10560.93286,9311.584272,11821.05118,12645.64722,13618.21594,12272.0064,12859.8353,13761.92766,14033.12811,15322.19699,16694.58606,17512.96413,18225.96857,18973.56896,20262.26277,21442.73873,14154.25248,20615.37308
Middle East & North Africa,MEA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7669.581205,8396.379731,8738.969112,8899.949257,9063.139141,9282.438847,9713.539741,10009.46091,10387.1018,10530.69675,11262.7395,11461.86409,11624.01596,12172.59207,13242.51627,13989.88461,14860.36959,15677.42856,16277.22303,16106.95376,16742.58749,17371.18573,17922.05086,17764.46928,17480.63299,15778.26129,15543.50115,16126.45871,16520.99665,16657.93366,16118.44908,17282.01883
Mexico,MEX,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8304.390392,8784.72368,9157.961601,8753.822192,9205.528036,8645.250492,9233.871706,9864.278781,10315.05849,10573.55897,11205.78595,11237.2898,11272.58085,11561.3868,12157.19144,12725.19759,13899.91986,14411.74519,15078.68781,14732.94074,15466.57032,16743.85518,17388.03521,17601.49018,18299.95519,18561.72076,19612.14849,20032.40861,20448.92162,20251.7263,19165.35778,20277.17677
Marshall Islands,MHL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023.481681,2048.98359,2200.341451,2342.465111,2487.571435,2701.602929,2427.599813,2274.106527,2246.279466,2221.348859,2285.874845,2488.252783,2617.587921,2626.261448,2735.471542,2876.45061,2978.28098,3172.47284,2998.403581,3141.486304,3362.712811,3450.782018,3520.937393,3775.970034,3873.881115,4076.827692,4294.662935,4634.936846,5073.508106,5885.399062,6023.737797,6549.621884
Middle income,MIC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2660.35857,2759.762439,2833.889045,2933.824078,3038.735067,3181.804815,3365.644734,3535.145602,3561.434688,3704.436824,3958.177635,4146.456099,4354.588303,4653.748313,5081.993068,5557.259774,6174.832892,6805.891612,7320.854479,7539.471574,8122.301577,8724.635819,9235.90682,9655.770623,9942.618423,10012.53995,10344.44897,10844.91668,11535.8129,12039.13502,11865.14465,13054.3536
