Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,12/22/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Caribbean small states,CSS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6129.384171,6433.338024,6735.880216,7063.224094,7355.37465,7655.697119,7995.576106,8377.189304,8534.691882,8994.085897,9471.790459,9836.211125,10304.65184,11108.35898,11819.19976,12549.87225,13794.41289,14590.25605,15002.14947,14499.76187,14807.73894,15200.99482,15475.81542,15713.67495,15957.91665,15725.92504,15493.71692,16175.34053,16645.40497,17049.11465,15873.37712,17323.61226
Cuba,CUB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21888.34706,23054.70396,23478.24186,23520.55159,23788.37033,24078.37594,24587.77493,25369.98553,26091.9481,25950.14223,25953.0971,26278.56532,25284.57674,25034.4605,24495.6341,24221.15367,23953.9408,24599.93783,24771.60103,24657.76304,20681.24467,22832.19418
Cayman Islands,CYM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75269.09914,77386.8151,76320.16593,69274.57126,66346.62801,66766.04233,65118.44547,64286.00551,64432.35057,65087.71734,66970.31359,69534.77191,72743.31905,75458.5687,70767.81292,74155.27789
Cyprus,CYP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13341.2041,13539.31738,14751.83203,14844.37891,15727.22168,17087.14844,17314.97852,17780.79102,18758.78516,19662.80469,21288.58398,22861.91211,23556.4082,24279.65039,25944.82617,27763.1543,30015.41406,32881.39453,34830.00391,33884.69141,33508.25391,33390.99219,31908.14453,30460.70508,30175.68359,31922.80859,35890.12891,38421.96875,40668.61719,42711.28516,40611.70313,44109.67188
Czechia,CZE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12717.96987,11648.85354,11841.85562,12117.44965,12731.67043,13852.1499,14685.69353,14824.65952,14977.72206,15396.31178,16235.48063,17621.05413,18252.57277,19538.0704,20932.07842,22095.38785,23923.70388,26282.37549,27974.48713,27761.50915,27881.968,29001.36804,29254.73127,30818.10816,32502.47535,33899.28657,36097.70526,38824.88792,41135.49298,42847.00474,41608.02535,45093.65777
Germany,DEU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19452.5734,20984.24987,21709.50134,21862.80218,22784.58147,23552.25332,24071.8978,24572.68842,25345.06446,26291.21108,27199.04409,28368.54328,29178.63747,29908.13953,31333.8363,31794.09601,34160.34493,36287.48224,37802.38743,36815.84405,38952.6946,42541.53109,43359.61483,44993.89275,47011.55109,47609.781,50579.68393,53071.45557,55235.3663,55652.88749,54844.54597,57881.08358
Djibouti,DJI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3730.366512,3897.114312,4144.97437,4263.133406,4451.683846,4699.019074,4969.34926,5014.237415,5397.679018
Dominica,DMA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4352.264681,4582.514063,4784.069892,4999.20009,5105.574225,5370.387966,5641.331347,5871.252273,6174.20447,6305.334346,6633.073409,6797.378005,6697.380133,7244.348252,7650.995342,7931.104883,8548.310247,9332.598888,10187.88092,10132.52381,10328.07422,10521.08315,10245.14276,10470.26327,11179.86614,11327.08141,12159.62077,11511.60642,12132.38264,12918.56411,10817.4239,11950.55716
Denmark,DNK,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18233.9461,19063.7439,19814.14336,20218.49904,21678.08448,22684.25267,23734.83156,24928.40293,25814.05912,26653.8239,28658.12496,29437.31034,30640.34562,30820.38922,32938.6921,34150.15946,37334.39016,39006.20232,41278.32683,40331.40688,43003.05459,44403.38484,44803.96824,46726.85414,47901.44736,49045.33919,51976.00571,55356.68078,57482.9624,58700.97467,60229.91477,64651.21645
Dominican Republic,DOM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3666.649001,3747.893084,4177.943402,4501.803682,4627.191369,4900.299158,5194.223219,5656.024875,6006.414554,6353.716895,6697.521257,6913.0444,7231.224986,7172.966415,7451.835235,8298.495129,9219.267067,10042.90912,10430.09301,10458.85359,11317.47253,11760.64189,11781.88687,12348.42534,13321.76707,14564.94695,15911.15439,16524.53384,17901.81933,18937.96314,17686.75904,20462.51713
Algeria,DZA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6974.076379,6955.544827,7075.760231,6934.2603,6872.209302,7144.5735,7441.30154,7525.305678,7878.206579,8130.387872,8510.359279,8840.674165,9354.221725,10088.08677,10653.34303,11478.02805,11861.16606,12392.50592,12714.16166,12768.99372,13141.12026,13543.59872,13347.3628,13104.7371,13058.12457,12071.81418,11685.45142,11809.48303,12006.01024,12118.0045,11438.69116,12128.27499
East Asia & Pacific (excluding high income),EAP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1457.43233,1597.589782,1775.066342,1978.842695,2198.241853,2427.378032,2655.471215,2847.525395,2869.015034,3045.294713,3308.81917,3568.719434,3866.232405,4240.56414,4694.144996,5253.325852,5930.277036,6752.445336,7390.395253,7929.124192,8728.751999,9572.778377,10366.21928,10950.63031,11456.1778,11777.31128,12296.33685,12968.75984,14037.28243,15016.85309,15249.28336,16894.57791
Early-demographic dividend,EAR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2942.617586,3116.143606,3250.893431,3334.651282,3438.535587,3563.515632,3759.178253,3911.335592,3871.356212,3948.901057,4149.194629,4247.108568,4324.765206,4571.556229,4924.59283,5299.153864,5735.266439,6157.246969,6442.071528,6532.939664,6939.314633,7347.103047,7707.109526,7931.191658,8153.016906,8253.233234,8552.754892,8957.86274,9398.11203,9645.012908,9266.828395,10149.53201
East Asia & Pacific,EAS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3254.04057,3502.071737,3725.752159,3966.127225,4249.872149,4565.974077,4887.266631,5140.151495,5134.763231,5369.194895,5773.331746,6077.189627,6448.893855,6871.816159,7455.425498,8112.021289,8904.719318,9838.90238,10461.25088,10841.57247,11770.30637,12659.95765,13489.61219,14181.4223,14693.70714,15108.82064,15609.09967,16329.77865,17427.70775,18357.08138,18599.587,20296.24912
Europe & Central Asia (excluding high income),ECA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7082.945947,6908.142816,6362.039346,6127.96306,5522.6221,5521.894106,5590.282903,5840.354171,5342.716922,5523.876655,6197.476908,6544.487738,7008.262638,7754.448888,8659.623976,9750.726804,11652.43701,12960.09245,14813.94022,14286.96751,15301.02443,16896.79855,17910.62658,19308.84754,19647.71305,19179.97255,19572.14882,20766.15561,22196.30309,22736.02474,22673.83853,24997.91398
Europe & Central Asia,ECS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11859.42914,12144.95314,12180.56256,12265.0861,12465.5046,12935.72557,13380.73472,13952.6107,14236.49883,14786.77235,15924.47415,16725.83581,17530.31937,18209.2055,19332.02491,20363.45613,22550.79866,24166.58962,25813.40886,25091.1714,26151.64061,27720.89821,28488.77503,29768.54428,30492.18534,30917.16916,32334.16549,34019.43418,35736.3614,36726.93942,35882.73362,39003.0335
Ecuador,ECU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4723.54975,4980.164486,5092.723701,5211.918652,5444.825754,5578.990707,5674.71435,5915.586324,6070.300144,5763.768975,5857.496022,6123.75719,6362.496502,6549.196227,7151.696928,7633.4708,8075.332999,8330.833977,8877.780987,8835.386646,9104.364063,9861.503581,10304.889,11142.67836,11708.653,11071.29472,11068.85685,11679.43023,11885.74545,11870.9364,10924.18012,11720.64464
"Egypt, Arab Rep.",EGY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3639.370983,3714.139861,3877.524446,3991.881138,4145.005961,4332.385787,4533.0179,4760.722887,4974.88294,5238.501654,5581.587598,5788.831762,5895.005333,6075.145135,6362.904448,6721.253083,7260.118037,7830.489351,8385.944895,8663.002472,9033.344405,9178.853589,10506.9681,10623.73789,10306.91589,10890.24179,10593.7478,10435.91719,11041.38689,11652.5738,12004.12593,12706.40445
Euro area,EMU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17004.84495,17963.55997,18546.09703,18778.47842,19592.22261,20436.8508,21069.18688,21914.20443,22959.4523,23838.42346,25314.70967,26494.64976,27533.55639,27982.78804,29077.9038,30076.64567,32534.02076,34418.55222,35713.45184,34791.58486,35771.7939,37423.02011,37796.51818,38983.21632,39947.04439,41035.12482,43529.89808,45607.18835,47536.82569,48830.19358,47121.9284,50757.85101
Eritrea,ERI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,955.4564147,1075.95321,1292.300088,1284.941145,1362.146126,1477.285285,1499.976262,1499.547568,1462.741022,1581.029662,1598.41844,1523.315025,1523.883998,1573.082096,1578.938333,1618.849107,1449.063525,1476.515248,1496.076779,1628.750509,,,,,,,,,,
Spain,ESP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678.2757,14464.00245,14858.14505,14975.57233,15585.50745,16279.09657,16975.12105,17912.75358,19096.61489,19954.29022,21584.2512,22949.18185,24371.59885,25046.1107,26143.63217,27606.93405,30720.22221,32469.53045,33263.2724,32092.36482,31682.7131,31867.97324,31720.12,32434.0032,33525.74063,34903.12748,37286.21343,39528.92539,40696.38768,41695.14695,37754.56863,40698.6887
Estonia,EST,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6476.327722,6889.810061,7979.377726,8450.577598,8412.066776,9421.291423,10314.26282,11663.2715,13132.58072,14536.34741,16634.89274,19345.31471,22195.19759,22802.34218,20477.85243,21619.45455,24557.23615,25996.04678,27464.51868,28945.46533,29175.92593,31312.7523,33821.93291,36249.35815,37850.07415,37644.00382,42138.32058
Ethiopia,ETH,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.6514575,381.6612473,342.2883986,383.3347251,390.7279081,409.6915603,454.2462872,461.8837725,437.3384699,452.4844762,476.5284642,512.5207813,513.1203167,497.2756238,563.5085621,631.6731706,701.6004987,780.532557,856.6597788,912.1083594,1010.022027,1114.045972,1191.440622,1261.1133,1488.625755,1630.877462,1848.661116,1987.968754,2116.848258,2273.734896,2376.635601,2547.716814
European Union,EUU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14817.2216,15487.65836,15957.28203,16199.01836,16944.77114,17748.61461,18344.92273,19068.25838,19967.99738,20745.12899,22073.88012,23167.96644,24186.92611,24706.2043,25863.52708,26814.16195,29125.0303,31032.35656,32492.24841,31815.9442,32866.75819,34492.61903,34963.87923,36063.12235,37060.91792,38218.58679,40549.40469,42658.07983,44651.57829,46060.33737,44840.17487,48480.46931
Fragile and conflict affected situations,FCS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2484.227284,2497.021069,2497.716288,2428.48105,2268.531582,2246.469702,2273.223963,2381.855769,2478.638886,2509.714245,2662.206731,2781.1246,2800.923228,2743.14271,3130.074613,3352.265125,3603.523752,3853.601242,4030.664299,3985.103203,4152.484743,4178.657308,4392.09369,4585.644599,4594.118202,4391.934905,4440.906145,4581.341865,4727.62317,4823.01217,4592.304208,4766.288631
Finland,FIN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18136.4023,17549.9485,17261.22676,17468.67388,18469.00205,19576.56812,20082.33823,21794.48665,23576.94603,24767.28067,26784.70647,27795.67493,28605.12232,29051.48643,31201.73494,32051.794,34455.10533,37838.34019,40083.69727,37972.27005,38956.47222,40916.83858,40873.09533,41493.14165,41757.40219,42497.70498,44934.44821,47570.13358,49580.6052,50321.53969,50937.16075,55013.38586
Fiji,FJI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3917.423231,3918.451712,4241.26852,4421.140569,4736.211637,4947.385724,5251.34418,5172.210557,5237.394111,5712.093443,5679.520947,5861.59028,6081.483697,6202.114052,6641.237026,6832.567839,7107.580991,7176.09575,7339.13894,7246.212855,7518.393297,7854.566626,8393.260798,9036.768351,10738.26639,11755.08618,11999.67766,12822.0136,13629.17212,13800.19987,11567.53537,11380.5695
France,FRA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17700.12913,18328.55519,18951.45349,19195.12787,19992.48608,20766.08956,21351.65349,22241.84157,23356.9239,24304.40453,26086.82975,27485.59185,28518.82522,28167.22465,29055.16632,30494.21411,32465.02827,34118.40724,35092.69431,34676.00235,35901.20819,37439.23314,37677.72679,39521.69698,40144.02683,40849.99738,42924.61363,44577.06457,46537.47404,48971.08855,46858.21592,50541.25936
Faroe Islands,FRO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1727.568199,1883.794808,1955.920325,2101.219238,2079.430495,2241.393972,2200.68202,2096.36409,2175.046104,2233.347279,2390.704776,2492.222614,2543.909693,2639.305783,2635.329051,2785.915483,2886.173391,2930.173965,2936.645552,3010.930208,3124.070887,3281.543351,3270.064339,3193.75913,3166.362211,3332.464763,3381.858244,3522.288311,3597.811883,3690.219681,3644.970925,3642.095394
Gabon,GAB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11959.5115,12769.40302,12321.91903,12767.9002,13175.70282,13764.21392,14162.83545,14856.69567,15160.58334,13651.86927,13352.07722,13585.23563,13402.50278,13602.07364,13679.33757,14076.1963,13688.58221,14448.89441,13792.03,13448.29955,14084.53803,14863.46234,14628.61588,14437.75973,14721.90115,14113.82767,13749.83255,14478.13031,14595.00234,15089.03985,14664.71093,15175.68734
United Kingdom,GBR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17084.5988,17413.59266,17833.57381,18666.0429,19747.53029,20617.43284,21968.92882,23049.61272,23683.5147,24463.49633,26472.19371,27807.16932,29062.12387,30355.28338,32058.41549,32747.35401,34845.59177,35695.29849,36863.58476,35212.42048,36576.58654,37379.29097,38514.02617,40218.74726,41580.60249,42912.87509,44635.29956,46372.3866,47573.48802,49041.46355,46526.91187,49675.30467
Georgia,GEO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5724.600611,4636.720995,2592.89542,1862.26182,1730.656322,1882.306285,2210.232077,2565.84449,2742.305824,2920.209842,3100.988403,3375.179089,3647.998924,4159.376204,4546.583845,5171.57736,5866.588877,6818.50985,7139.012454,6984.247646,7564.892257,8360.297207,9826.052753,10611.77412,11575.54721,12089.16941,12858.4834,13589.70739,14593.92448,15621.87366,14731.20059,17013.56632
Ghana,GHA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1575.150843,1671.524688,1732.412519,1814.567732,1869.849594,1942.203292,2021.819786,2093.248333,2163.409733,2235.238566,2311.547835,2393.651127,2471.482223,2580.312748,2724.268096,2897.367514,3095.145404,3231.662607,3503.709454,3604.432313,3839.885758,4362.592882,4877.582214,5118.242139,5376.308829,5021.788687,4811.572816,4929.567954,5247.692258,5571.564866,5551.786802,5971.125009
Gibraltar,GIB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,881.6576081,898.3118912,918.7750302,958.002874,987.0458795,1025.066156,1059.925867,1110.980434,1142.61071,1176.05102,1208.833679,1264.789472,1330.042083,1342.784671,1381.368728,1438.63838,1470.030477,1576.122036,1632.940052,1585.791515,1641.250106,1726.182307,1772.704931,1784.690499,1775.501628,1789.018453,2045.094368,2383.578867,2530.768638,2652.5568,2746.73328,2900.668958
"Gambia, The",GMB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1428.265076,1462.137497,1486.162114,1512.005393,1498.485152,1498.328546,1514.674608,1569.740916,1595.494692,1671.837542,1752.253256,1841.950851,1759.005275,1863.056188,1989.54837,1945.583605,1935.12031,1985.716993,2084.664897,2169.269373,2254.050604,2049.349001,2033.281001,1960.584941,1874.262665,1913.415347,1918.697016,1927.039942,2060.671783,2171.234263,2154.485618,2281.305526
Guinea-Bissau,GNB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013.329345,1078.530688,1083.573417,1096.266966,1120.663757,1164.991551,1296.795308,1378.508768,983.9959061,989.3768296,1045.577118,1069.483057,1051.779906,1054.060374,1086.352766,1140.526245,1173.626676,1213.371301,1243.797325,1261.097036,1301.004359,1398.117143,1316.16757,1324.608211,1338.015633,1551.034122,1697.129045,1872.309281,1896.128317,1970.322278,1902.407505,2011.94848
Equatorial Guinea,GNQ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588.1626947,579.9220665,770.2240064,843.6666062,968.5347191,1118.76954,1826.64663,4468.470039,5378.460744,6589.357146,7617.720584,12119.46637,14024.49044,15563.06278,21074.61661,24249.87047,25714.15635,29052.49128,33261.8694,32341.28341,28424.51936,29556.1131,32457.55078,30083.8921,29197.69173,20858.09644,17771.5628,19617.84471,18189.37669,16925.78796,15961.11386,16080.14326
Greece,GRC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13304.47475,14011.60828,14321.40783,14341.68239,14866.27328,15424.47209,16145.44791,17155.93519,18033.79597,18464.73208,19516.19722,20954.78185,22615.93561,23896.6057,25460.45274,25577.52411,28549.15174,29320.26482,30856.01184,30359.14946,27913.08919,25671.51609,24911.11963,25986.65032,26625.06181,26760.3633,27511.80102,28604.86094,29617.54834,30356.2664,27953.76213,31363.80736
Grenada,GRD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4594.362759,4781.221314,4787.039621,4751.239332,4887.00309,5052.341746,5332.907716,5659.010041,6356.119302,6850.15401,7306.113255,7285.338673,7632.346534,8479.678374,8589.633947,9967.954453,9799.742679,10610.42613,10843.31221,10121.7367,10120.41056,10330.08789,10349.00858,10995.59004,12039.16096,13036.56082,13810.38775,14869.98257,15769.67576,16043.4798,13896.98274,15037.84954
Greenland,GRL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3319.968844,3463.392875,3617.505427,3751.760102,3888.385488,4065.417101,4161.110666,4314.641397,4474.145231,4601.413727,4758.248081,4860.75067,5009.586478,5126.233469,5314.815602,5544.676707,5900.851227,6318.320288,6524.609737,6474.796935,6618.916031,6910.876502,7204.732938,7446.588009,7758.49317,8194.440681,8221.746427,8322.21681,8671.443375,9037.688376,8849.717743,9806.82822
Guam,GUM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3032.566676,3338.537346,3675.066958,4057.806792,4483.936337,4794.589605,5257.631852,5666.524317,5623.020946,5860.857441,5903.819779,6168.281133,6331.085303,6413.202937,6689.525608,6771.061588,7351.019766,8112.345461,8439.50566,8834.223432,9351.787923,10092.08249,10640.67256,11198.16014,11130.49447,11382.24238,11479.46201,12193.62168,12669.84096,13361.57321,19439.93098,24086.90092
High income,HIC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18109.512,18908.09016,19621.36898,20205.68903,21166.83065,22102.89537,23088.04297,24105.68499,24909.18458,25909.7033,27545.24377,28465.99189,29398.29119,30427.85881,32160.61494,33741.7964,35958.87527,37748.30159,38758.39221,37706.33429,39147.08915,40806.25573,41960.11648,43312.61836,44446.72278,45205.32862,46516.08012,48405.73945,50430.7038,51726.33121,50466.93245,54675.70321
"Hong Kong SAR, China",HKG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18250.04226,19778.34076,21310.65216,22774.02953,24115.11952,24711.05169,25096.09266,26608.31518,25114.35882,25858.53818,28221.04145,28805.60863,29607.79627,31176.38404,34528.11856,38075.15584,41741.33753,45250.18028,46818.49459,45861.04079,49190.61135,52277.46644,52234.59232,53691.83748,54781.64716,56408.93627,57225.09,59842.213,62513.95681,62103.42761,58949.46595,65891.69471
Honduras,HND,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.146936,1953.608861,2060.844886,2184.579062,2174.216229,2292.356782,2312.857701,2393.80816,2442.302457,2394.421072,2556.419304,2614.067537,2683.047286,2788.131725,2966.63093,3167.059951,3398.067692,3622.036167,3763.50326,3617.158904,3719.19615,3863.651341,3963.015777,4067.289315,4368.555682,4729.153322,5043.871489,5447.698792,5694.121701,5850.582832,5303.514499,6121.565844
Heavily indebted poor countries (HIPC),HPC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1086.805885,1106.74997,1096.487791,1101.184145,1094.307066,1141.871465,1190.141094,1247.496585,1270.547286,1294.213051,1327.363903,1375.686679,1402.387017,1446.687244,1525.497572,1615.950945,1714.813682,1807.698453,1892.781718,1920.267027,2005.933696,2077.027923,2069.747548,2154.307645,2292.079733,2337.044769,2420.32018,2494.346076,2586.450385,2669.714178,2633.377108,2767.495507
Croatia,HRV,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8049.742619,8801.82166,9534.176581,9887.075377,9940.039217,10668.0099,11648.59646,12774.82764,13696.652,14694.33706,15455.11206,17614.51789,19525.11762,20978.34172,20226.17271,20046.52944,21084.45111,21453.11608,22141.27884,22364.3273,23338.57761,25268.46319,27211.8238,28903.72608,30635.66404,29106.58772,34314.01846
Haiti,HTI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2179.485152,2249.845124,2136.678375,2029.164795,1790.656341,1971.954088,2052.650674,2105.350947,2136.171335,2184.859637,2213.014882,2214.977545,2233.840707,2316.906432,2308.649266,2413.682641,2489.979042,2633.706635,2711.12747,2843.085089,2683.688662,2846.881182,2801.350402,2992.430351,3004.286967,2934.78504,3120.340108,3187.789761,3273.521318,3232.49563,3121.145757,3153.12702
Hungary,HUN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8320.833632,8252.911224,8409.444993,8854.265662,9187.364597,9349.707499,9824.840805,10398.10217,10873.24786,11853.17852,13207.92217,14526.38826,15481.32011,16272.00583,17112.20217,18389.41028,19099.85171,20727.88997,20729.78393,21751.83384,23038.80802,23275.23186,24556.71535,25699.7505,26806.59525,27947.63769,29501.12042,31913.07466,33514.94179,33274.34766,36752.4965
IBRD only,IBD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2941.173609,3049.569449,3136.620041,3257.753333,3385.320496,3556.476842,3767.616759,3969.715888,4002.043057,4161.263239,4454.263817,4671.903057,4902.820715,5236.241251,5736.949336,6280.166432,7010.885737,7756.074537,8369.049276,8606.641545,9289.378829,10005.55341,10605.26663,11082.50909,11401.13111,11487.84617,11903.81684,12518.31343,13338.94859,13939.19442,13754.47591,15196.57967
